personality_trait,emotion_metric,pearson_r,pearson_p,spearman_r,spearman_p
strong_opinions,prop_neutral,-0.2006484186384234,0.4733531591355949,-0.16840826742715193,0.548527174890738
listening,std_valence,-0.1989965554739555,0.4770788788729486,-0.21926033626042402,0.43236735679196314
listening,valence_variability,-0.1989965554739555,0.4770788788729486,-0.21926033626042402,0.43236735679196314
stays_calm,mean_excitement,0.1953422598159617,0.4853708427686514,-0.11524844427238012,0.6825399465020503
express_emotions,prop_tired,-0.19444015726920374,0.48742829632922274,-0.22025993210288974,0.4302187518464218
handles_disagreements,mean_excitement,0.18873399454898696,0.5005376870510665,-0.05989467796874436,0.8320792005925569
clarity,prop_angry,0.18866268253616944,0.5007025518395049,0.07820808688600517,0.7817457494934413
express_emotions,prop_excited,0.18808632371719258,0.5020359520999504,0.21051391740807163,0.4513984404988469
makes_heard,prop_surprise,-0.18681032940857667,0.504993814794117,-0.28673352998231166,0.30013881160183287
express_emotions,prop_surprise,-0.180378452169617,0.52002519397192,-0.003898405877927252,0.9889987241978302
express_emotions,std_valence,0.18033225524091967,0.5201338846496417,0.21246312034703527,0.4471215810209309
express_emotions,valence_variability,0.18033225524091967,0.5201338846496417,0.21246312034703527,0.4471215810209309
listening,prop_neutral,-0.17919907355100576,0.5228032179259438,-0.11423647771551501,0.6851950231105871
stays_calm,prop_surprise,-0.1761665118935296,0.5299770101832421,-0.24417043278046635,0.3804803754129432
stays_calm,prop_stressed,0.174576827121103,0.5337550177729905,-0.06250763079179938,0.8248559150394005
handles_disagreements,prop_angry,-0.1745699116379426,0.5337714790329315,-0.10381744181249022,0.7127254408227822
comfort_sensitive,std_arousal,-0.1730749043901448,0.5373353995426601,-0.17832855987983867,0.5248579981791959
comfort_sensitive,arousal_variability,-0.1730749043901448,0.5373353995426601,-0.17832855987983867,0.5248579981791959
makes_heard,arousal_variability,0.17161256514649503,0.5408315754249325,0.17118419700436516,0.541857611003202
makes_heard,std_arousal,0.17161256514649503,0.5408315754249325,0.17118419700436516,0.541857611003202
clarity,prop_stressed,-0.1697861310401329,0.5452122119215916,-0.007448389227238585,0.978982246621485
makes_heard,std_valence,0.16373109999499616,0.5598445614075687,0.14764636991626492,0.5995024831170341
makes_heard,valence_variability,0.16373109999499616,0.5598445614075687,0.14764636991626492,0.5995024831170341
stays_calm,intensity_variability,-0.16368586115026817,0.5599545100854318,-0.17384934813969202,0.5354879057524452
handles_disagreements,intensity_variability,0.16294686555950488,0.5617518697068392,-0.11180339887498948,0.6915926018011196
stays_calm,mean_arousal,0.15874982044781924,0.5720059492112918,0.1582224404417422,0.5732999315847691
makes_heard,mean_intensity,0.15599266574962137,0.5787843514678247,0.17974340685458343,0.5215202099314418
strong_opinions,prop_calm,-0.15175573737232148,0.5892648046751282,-0.12724180205607036,0.651343188270596
listening,mean_excitement,-0.15131963524905967,0.5903478962801165,-0.42930805335024197,0.11028078890594421
handles_disagreements,prop_fear,0.1506722246109557,0.5919572719977941,0.08784552768749174,0.7555645510347576
stays_calm,prop_disgust,0.14589921101693115,0.6038765097958884,0.11524844427238012,0.6825399465020503
stays_calm,std_arousal,-0.1443006783320557,0.607889446088465,-0.20900989046007917,0.45471235811932387
stays_calm,arousal_variability,-0.1443006783320557,0.607889446088465,-0.20900989046007917,0.45471235811932387
handles_disagreements,prop_disgust,0.1440218120747908,0.6085905777123072,0.2795084971874737,0.3130162522850925
handles_disagreements,mean_stress,0.14380462672414215,0.6091368490370597,0.14374722712498647,0.609281254319485
listening,mean_arousal,-0.14068552048363703,0.6170031487435657,-0.07738600103309083,0.7839895507454426
makes_heard,prop_excited,0.13966436082500538,0.6195869572312106,0.3338091841585121,0.22400782421056034
clarity,mean_excitement,-0.13938483094854304,0.620294965327656,0.10613954648814986,0.7065597882906096
stays_calm,prop_angry,0.1388773187287863,0.6215812099705095,0.2480771597049538,0.37266199977457415
clarity,mean_intensity,-0.1382218264417528,0.6232440019020815,-0.1508298818515814,0.5915651942400915
strong_opinions,mean_arousal,0.1381366660102969,0.6234601531811789,0.16653706445573913,0.5530430008097424
express_emotions,prop_happy,0.13618506869135916,0.6284214160837197,0.06432369698579966,0.8198431906533707
stays_calm,mean_calmness,-0.13563986752952495,0.6298100544200127,-0.14650225966827982,0.6023653481713921
listening,mean_calmness,0.12945271616295795,0.645648582530255,0.07554347719896962,0.7890242515416498
express_emotions,arousal_variability,-0.11876825455011245,0.6733321278571526,0.003898405877927252,0.9889987241978302
express_emotions,std_arousal,-0.11876825455011245,0.6733321278571526,0.003898405877927252,0.9889987241978302
stays_calm,prop_calm,-0.11847325975328105,0.6741022041386626,-0.13868880581930487,0.6220592384584586
handles_disagreements,mean_arousal,0.11499936324197962,0.6831931364321192,0.05190872090624511,0.8542308756205526
makes_heard,mean_stress,-0.11089348531747062,0.6939901520696887,-0.17118419700436516,0.541857611003202
listening,prop_fear,0.10665874670126169,0.7051835055883884,0.09396871554018173,0.7390556980134615
comfort_sensitive,prop_surprise,-0.10654733034246205,0.7054787739202848,-0.24887612203010448,0.37107392728183286
handles_disagreements,prop_tired,0.10561936955193503,0.7079395064919789,0.07586659209374286,0.7881407732227544
clarity,mean_arousal,-0.10201103357601411,0.7175332785452101,-0.2588315256465409,0.3515975354862202
stays_calm,prop_fear,0.09703784238291387,0.7308201039079768,0.06641435771628686,0.8140805423150523
handles_disagreements,prop_stressed,0.09515410385006162,0.7358716932336501,0.023957871187497745,0.9324602525030997
strong_opinions,prop_fear,-0.091239660715797,0.746400954299143,0.24138518331225112,0.386107985636721
stays_calm,prop_neutral,-0.09119958175844872,0.7465089796310154,-0.1269686250458425,0.6520480553132715
clarity,prop_surprise,0.08882433827925107,0.7529187636668521,0.28490088794187596,0.30337536653659875
listening,prop_stressed,-0.08734391080278381,0.7569214329111845,-0.22478790776278762,0.42055459183889665
handles_disagreements,prop_sad,0.08337917699680192,0.7676690100129557,0.11978935593748873,0.670668897171727
strong_opinions,prop_tired,0.08197380248189301,0.7714882466672418,0.05613608914238398,0.8424912697151876
clarity,mean_calmness,0.08128002858064852,0.7733754445823222,0.26255572026016016,0.34446101535890783
strong_opinions,prop_stressed,-0.07828405077683084,0.7815384939525039,0.16466586148432635,0.5575747760407181
handles_disagreements,mean_calmness,-0.07821987891773091,0.781713575893721,-0.05190872090624511,0.8542308756205526
clarity,std_valence,0.07582373710657966,0.7882579359000387,0.039104043443002584,0.8899543009603391
clarity,valence_variability,0.07582373710657966,0.7882579359000387,0.039104043443002584,0.8899543009603391
makes_heard,mean_excitement,0.07370266065936908,0.7940620352478571,0.14764636991626492,0.5995024831170341
handles_disagreements,valence_variability,-0.06827227394051968,0.808966830556758,-0.1996489265624812,0.47560579544583814
handles_disagreements,std_valence,-0.06827227394051968,0.808966830556758,-0.1996489265624812,0.47560579544583814
listening,mean_stress,-0.06826133269556243,0.8089969243547965,-0.06080328652599993,0.8295659862422456
listening,mean_intensity,0.06358210440615282,0.821889371171886,0.09212619170606051,0.7440125994484177
strong_opinions,mean_excitement,-0.06292470689271995,0.8237041347422952,-0.014969623771302393,0.957771993391378
stays_calm,prop_happy,0.0588969942147828,0.8348405361152039,-0.0761811750275055,0.7872808536183402
makes_heard,intensity_variability,0.05870070484901859,0.8353840271312318,0.09201150588984627,0.7443214468526541
express_emotions,intensity_variability,0.05532156864231122,0.8447509141429715,0.06822210286372693,0.8091048277039645
makes_heard,prop_happy,-0.04900043397504347,0.8623239834271467,-0.11768913544050105,0.676150598699998
stays_calm,mean_stress,-0.04886791794772852,0.8626930544660237,-0.13478207889481741,0.631997188421669
makes_heard,prop_stressed,0.047392517085677016,0.8668039648404602,0.014978617237881952,0.9577466444645226
strong_opinions,prop_sad,0.0434988484006397,0.8776678654764313,0.06923450994227358,0.8063211848851096
makes_heard,mean_arousal,0.04113171105564318,0.8842825571004713,0.15620557976648322,0.5782597274720065
stays_calm,prop_tired,-0.04088786251278269,0.884964373878696,-0.06836772117853059,0.8087043143087869
makes_heard,prop_fear,-0.03642001242889542,0.8974695898458735,-0.06205427141408237,0.8261082698558189
strong_opinions,arousal_variability,0.031621304293478494,0.9109257669035744,-0.04116646537108159,0.8841853878426015
strong_opinions,std_arousal,0.031621304293478494,0.9109257669035744,-0.04116646537108159,0.8841853878426015
stays_calm,mean_valence,-0.026587319224319013,0.9250658137736738,-0.015626907697949846,0.955919477529172
stays_calm,mean_positivity,-0.026587319224319013,0.9250658137736738,-0.015626907697949846,0.955919477529172
stays_calm,mean_negativity,0.026587319224319013,0.9250658137736738,0.015626907697949846,0.955919477529172
makes_heard,mean_calmness,-0.025346847670469467,0.9285535484594597,-0.13052795021582841,0.6428856877433233
comfort_sensitive,prop_sad,-0.02445682699557728,0.9310566956742844,0.01959654504174051,0.9447360532044293
clarity,std_arousal,0.023751059260885304,0.9330420663799427,0.07262179496557622,0.7970235893890203
clarity,arousal_variability,0.023751059260885304,0.9330420663799427,0.07262179496557622,0.7970235893890203
strong_opinions,intensity_variability,-0.02338439551895837,0.9340736606973722,-0.17963548525562872,0.5217744707447393
strong_opinions,mean_valence,-0.017956200189352945,0.9493562498898138,0.0,1.0
strong_opinions,mean_positivity,-0.017956200189352945,0.9493562498898138,0.0,1.0
strong_opinions,mean_negativity,0.017956200189352945,0.9493562498898138,0.0,1.0
comfort_sensitive,prop_tired,0.017111287858652756,0.9517366236531833,0.01371758152921836,0.9613013479290325
stays_calm,prop_sad,-0.014954535940644859,0.9578145199378124,0.06836772117853059,0.8087043143087869
clarity,intensity_variability,-0.011102507301451202,0.9686750037639024,-0.10241535187453056,0.7164563050877997
handles_disagreements,prop_surprise,-0.008069473070271435,0.9772300838324542,-0.13576127006248723,0.629500739953028
comfort_sensitive,prop_disgust,0.005740052169566079,0.9838021375713403,0.18224786888818675,0.5156355489104678
stays_calm,valence_variability,-0.003282118636227658,0.9907378076063015,-0.007813453848974923,0.9779523379252385
stays_calm,std_valence,-0.003282118636227658,0.9907378076063015,-0.007813453848974923,0.9779523379252385
stays_calm,mean_intensity,0.003187500742555506,0.9910048107526628,0.10352826349891774,0.7134944328068061
handles_disagreements,mean_negativity,0.002865350153948942,0.991913897088709,-0.03593680678124662,0.8988234431132884
handles_disagreements,mean_valence,-0.002865350153948942,0.991913897088709,0.03593680678124662,0.8988234431132884
handles_disagreements,mean_positivity,-0.002865350153948942,0.991913897088709,0.03593680678124662,0.8988234431132884
